PNR Number: 22517_20221101_1_2816_1				Train Number :22517				Date of Journey:2022-11-01
PNR Number: 4652_20221101_0_2602_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

eEFUXcuSi                   				SL2602				2				MB
sRlOfQhSTaRZS               				SL2602				3				UB
nVaop                       				SL2602				4				LB
fRbuVYII                    				SL2602				5				MB
SpVM                        				SL2602				6				UB
DtNeQGotWszKpOT             				SL2602				7				SL
vsD                         				SL2602				8				SU




PNR Number: 4652_20221101_0_2602_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZSwwVlPT                    				SL2602				9				LB
Xb                          				SL2602				10				MB
sURPu                       				SL2602				11				UB
gzXCqePXUVUeLMk             				SL2602				12				LB
KUBZOmpACBmbg               				SL2602				13				MB
FcQUBWxuDAvgE               				SL2602				14				UB
aVtCByveYujLqp              				SL2602				15				LB
rOHlfwi                     				SL2602				16				MB
GNpzIeJvhtRlJ               				SL2602				17				UB
T                           				SL2602				18				SL
FdqzlI                      				SL2602				19				SU




PNR Number: 22517_20221101_1_3683_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nQLEtelKhJP                 				AC3683				16				LB
r                           				AC3683				17				LB
rjdsnO                      				AC3683				18				UB
AmKSP                       				AC3684				1				UB
ggUa                        				AC3684				2				SL
gpXpDpNbqeevzJ              				AC3684				3				SU
Wm                          				AC3684				4				LB
GgYuOVnctZd                 				AC3684				5				LB
vVCTggAglsGcx               				AC3684				6				UB
Uxb                         				AC3684				7				UB
ShNZJCBuPayb                				AC3684				8				SL
dctNTBQMz                   				AC3684				9				SU
dYaIYsswUPGjsWh             				AC3684				10				LB
wzQjpWz                     				AC3684				11				LB
ndWtyaGZLSWlueVG            				AC3684				12				UB
CeLVRI                      				AC3684				13				UB
vtp                         				AC3684				14				SL
hqwycHoBM                   				AC3684				15				SU
lGXNLR                      				AC3684				16				LB
CYmiBYjnPjl                 				AC3684				17				LB
VBiZEHClqMINyF              				AC3684				18				UB
wvMcBHqvQfpUVp              				AC3685				1				UB




PNR Number: 22517_20221101_0_2783_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

x                           				SL2783				7				SL
eZwh                        				SL2783				8				SU
smbznyb                     				SL2783				9				LB
O                           				SL2783				10				MB
FZjedbxISAiiUh              				SL2783				11				UB
JhKybdcQLNp                 				SL2783				12				LB
Jdy                         				SL2783				13				MB
veLkn                       				SL2783				14				UB
E                           				SL2783				15				LB
RzMa                        				SL2783				16				MB
glVvvav                     				SL2783				17				UB
DOQqrNkeyoHNn               				SL2783				18				SL
QydzTie                     				SL2783				19				SU
HIimrlMnCWzBd               				SL2783				20				LB
ZZzygRJBQMSedCA             				SL2783				21				MB
fl                          				SL2783				22				UB
eJTx                        				SL2783				23				LB
sbGKQvypbHwY                				SL2783				24				MB
qezGNesC                    				SL2784				1				LB
wmZwuveqROnQTbQ             				SL2784				2				MB
JuZyz                       				SL2784				3				UB
gygOZXvNWibFYv              				SL2784				4				LB
BlVCGQIORNisZ               				SL2784				5				MB
MndLiqPlr                   				SL2784				6				UB
YCVUmagOX                   				SL2784				7				SL
WjTXkMHAUrt                 				SL2784				8				SU
ADCqrlDqVGilxrgq            				SL2784				9				LB
kAAHpeixMGSiSY              				SL2784				10				MB
a                           				SL2784				11				UB
aUtUkutplMrqHQf             				SL2784				12				LB




PNR Number: 4652_20221101_0_2609_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

enLtpsPQsUn                 				SL2609				3				UB
OcrSVjm                     				SL2609				4				LB
bJwNqUvWj                   				SL2609				5				MB
yfmCYoCLuiwSJp              				SL2609				6				UB
MFXqCVmZ                    				SL2609				7				SL
KXVREJY                     				SL2609				8				SU
tkfzsSuHtfbrZjBp            				SL2609				9				LB
OzVzLSD                     				SL2609				10				MB
SgV                         				SL2609				11				UB
rtF                         				SL2609				12				LB
KDnfFnbpXmuJwE              				SL2609				13				MB
c                           				SL2609				14				UB
XYOhyCYI                    				SL2609				15				LB
SsOGKQL                     				SL2609				16				MB
uQLYgn                      				SL2609				17				UB
HVQkNpihlxynTCI             				SL2609				18				SL
TGmBQnTFcpEQu               				SL2609				19				SU
a                           				SL2609				20				LB
hIFmYiWFIeHMI               				SL2609				21				MB
EzMKSqz                     				SL2609				22				UB
GkZIlvYLd                   				SL2609				23				LB
zmHvoB                      				SL2609				24				MB
HQF                         				SL2610				1				LB
HUApxwjCnVnzIR              				SL2610				2				MB
fHIsZaPiBTg                 				SL2610				3				UB




PNR Number: 22517_20221101_1_3692_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TjrxhQrBYgkHz               				AC3692				16				LB
KwsVoEgm                    				AC3692				17				LB
Pir                         				AC3692				18				UB
JLvv                        				AC3693				1				UB
yAFpbtxHGyDddtV             				AC3693				2				SL
wJnYshpMFIAjjmXY            				AC3693				3				SU
gumdGMbxvittsgEs            				AC3693				4				LB
OXPIeVxvqw                  				AC3693				5				LB
ZEETpiWSXWU                 				AC3693				6				UB
ELlGnPNvWiOhyM              				AC3693				7				UB
CLfLIjcNZZuA                				AC3693				8				SL
xAGGSPoNbhJVP               				AC3693				9				SU




PNR Number: 4652_20221101_1_3735_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dpirmbA                     				AC3735				4				LB
azpGbRvZhtPkIYq             				AC3735				5				LB
aB                          				AC3735				6				UB
vsgIaOgEv                   				AC3735				7				UB
HOypUER                     				AC3735				8				SL
WtPHGheIZc                  				AC3735				9				SU
UvpLLRYAKlJBhMAE            				AC3735				10				LB
hwfwtOaNeBY                 				AC3735				11				LB
NRO                         				AC3735				12				UB
gpylAaBMeqVFPO              				AC3735				13				UB
ZMlVhbipaNpp                				AC3735				14				SL
MWakCiQNIx                  				AC3735				15				SU
JeBHpOLGxwhx                				AC3735				16				LB




PNR Number: 4652_20221101_0_2620_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

O                           				SL2620				8				SU
IKXRvkaN                    				SL2620				9				LB
ZNAMdRMoyf                  				SL2620				10				MB




PNR Number: 4652_20221101_0_2620_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

upbgnbvHJWRnNSD             				SL2620				11				UB
dHAlMBfIbXYXvdyR            				SL2620				12				LB
dtVX                        				SL2620				13				MB
lZMZLQly                    				SL2620				14				UB
MOf                         				SL2620				15				LB
fMwt                        				SL2620				16				MB
faBDtiBhSWiH                				SL2620				17				UB
fBdRw                       				SL2620				18				SL
oKDEQV                      				SL2620				19				SU
WftpBPny                    				SL2620				20				LB
FQzbrnK                     				SL2620				21				MB
hX                          				SL2620				22				UB
hWwYnjERFmcF                				SL2620				23				LB
okrczaqY                    				SL2620				24				MB
mvwUGuRiULtvMVM             				SL2621				1				LB
br                          				SL2621				2				MB
JnnhtTFWcYVMMJDA            				SL2621				3				UB
UtrsJQhHHrCoKoUZ            				SL2621				4				LB
rIYcrXBzClLJY               				SL2621				5				MB
nwXTjUKiYHz                 				SL2621				6				UB
dfWmnlzzqqepGbNz            				SL2621				7				SL
YYEAyjDTaHZKqazc            				SL2621				8				SU




PNR Number: 22517_20221101_0_2800_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nwOFoHpQBV                  				SL2800				19				SU
tkoFfyJXXUGPxut             				SL2800				20				LB
vpTQtorWXcW                 				SL2800				21				MB
QOfxiAC                     				SL2800				22				UB
DHpVA                       				SL2800				23				LB
mHyGcU                      				SL2800				24				MB
JRDNdMqnGCVKRS              				SL2801				1				LB
uUozWOyLNKbOmFe             				SL2801				2				MB
e                           				SL2801				3				UB
X                           				SL2801				4				LB
nCAtTOfcqsU                 				SL2801				5				MB
UCFmVQriJ                   				SL2801				6				UB
llrDcgRovnaP                				SL2801				7				SL
uiUrQ                       				SL2801				8				SU
f                           				SL2801				9				LB
DOxYwJXBEphd                				SL2801				10				MB
LFAxu                       				SL2801				11				UB
sHbAgtWFjv                  				SL2801				12				LB
ptbwPlQFxVNi                				SL2801				13				MB
gtXGEdVhuoyYNP              				SL2801				14				UB
xuGMV                       				SL2801				15				LB
wgpKHmsZ                    				SL2801				16				MB
NsaFkkpkQcjLqPI             				SL2801				17				UB
apuLedqePrLbsLkX            				SL2801				18				SL
fvUwsDJzT                   				SL2801				19				SU
L                           				SL2801				20				LB
LeTU                        				SL2801				21				MB
vU                          				SL2801				22				UB
SkdAABZkaXfk                				SL2801				23				LB
CYNJVDAxCJn                 				SL2801				24				MB
NVk                         				SL2802				1				LB
h                           				SL2802				2				MB
EFkcreAFzCWhlkf             				SL2802				3				UB
R                           				SL2802				4				LB




PNR Number: 22517_20221101_1_3734_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rBUhXTOpADHqlTpO            				AC3734				10				LB
SlKNC                       				AC3734				11				LB
q                           				AC3734				12				UB
ukSBkVFDgkTZRJYS            				AC3734				13				UB
PhLBbEfO                    				AC3734				14				SL
HaeqUsjE                    				AC3734				15				SU
KleENsIeRpNxTxYr            				AC3734				16				LB
wGoSrEg                     				AC3734				17				LB
yHXHyFQKty                  				AC3734				18				UB
xmaMAWVHgYkeQtG             				AC3735				1				UB
HvxARay                     				AC3735				2				SL
ppCKf                       				AC3735				3				SU
vYYX                        				AC3735				4				LB
YqBSZf                      				AC3735				5				LB
USVajbQsLd                  				AC3735				6				UB
iFUocWEjHRqRIrsv            				AC3735				7				UB
fIuPXHWoyPt                 				AC3735				8				SL
SaDpuVDP                    				AC3735				9				SU
cVCbJwqGJNnuCYGf            				AC3735				10				LB
ZzvTlIOnlJUuNG              				AC3735				11				LB




PNR Number: 4652_20221101_1_3762_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pclLyiAsr                   				AC3762				14				SL
Lhqs                        				AC3762				15				SU
YiKjdpps                    				AC3762				16				LB
gcO                         				AC3762				17				LB
NyaAc                       				AC3762				18				UB
KnYVJUlTlValsO              				AC3763				1				UB
ZhlYpopzrvWLG               				AC3763				2				SL
UFbkZpAiU                   				AC3763				3				SU
Fuw                         				AC3763				4				LB
bbxVk                       				AC3763				5				LB
lQnOrxcEdZqDX               				AC3763				6				UB
zNIhAdXcOJ                  				AC3763				7				UB
HpyTXbu                     				AC3763				8				SL
Pw                          				AC3763				9				SU
xljpyXqzvGksqu              				AC3763				10				LB
GJ                          				AC3763				11				LB
CkXeLbzCczqf                				AC3763				12				UB
IlcyFMPbH                   				AC3763				13				UB
cOGQWiH                     				AC3763				14				SL
PDWFX                       				AC3763				15				SU
vvewVorB                    				AC3763				16				LB
QWpImgI                     				AC3763				17				LB
aW                          				AC3763				18				UB
EGi                         				AC3764				1				UB
rjyhosDCTn                  				AC3764				2				SL
hKSEljEGjbFtEVEg            				AC3764				3				SU
b                           				AC3764				4				LB
NtAPknEQsQeLVPWt            				AC3764				5				LB
s                           				AC3764				6				UB
R                           				AC3764				7				UB
QSeeOumJSS                  				AC3764				8				SL
XHjqSJzn                    				AC3764				9				SU




PNR Number: 4652_20221101_0_2640_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qZyKKLarJktihd              				SL2640				5				MB
GRpFr                       				SL2640				6				UB
J                           				SL2640				7				SL
yotQrHkMMbCxGsG             				SL2640				8				SU




PNR Number: 22517_20221101_0_2822_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gxiNyfPipaKp                				SL2822				17				UB
okBnolDSz                   				SL2822				18				SL




PNR Number: 22517_20221101_1_3743_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Ms                          				AC3743				13				UB
QxeXCYqIlfPzPsv             				AC3743				14				SL
OyBoKiWZcluyMCh             				AC3743				15				SU
oQdwuzbM                    				AC3743				16				LB
KFhFNT                      				AC3743				17				LB
tHjld                       				AC3743				18				UB
lHMoGDj                     				AC3744				1				UB
jfgXT                       				AC3744				2				SL
ilRiscvBOxuX                				AC3744				3				SU
lRuHTcq                     				AC3744				4				LB
ohRnDqPhghs                 				AC3744				5				LB
nYLhSXrApTOXfEhr            				AC3744				6				UB
lPExyLmYLVrA                				AC3744				7				UB
jnlnVpSZgmC                 				AC3744				8				SL
vbFo                        				AC3744				9				SU
rBvRLrMqUmXfrY              				AC3744				10				LB
DhjMbmkuPXClC               				AC3744				11				LB
iUvUDXvx                    				AC3744				12				UB
cQlpl                       				AC3744				13				UB
vgZyVLED                    				AC3744				14				SL
ZTPPiZyZZZVSGPX             				AC3744				15				SU
wfpxcFCWbX                  				AC3744				16				LB
yLtxn                       				AC3744				17				LB
kGFiLUYnQDgOzbB             				AC3744				18				UB
RLPhMHmgGHj                 				AC3745				1				UB
dalclMshl                   				AC3745				2				SL
dcSRinYPivBx                				AC3745				3				SU
GPlrONDwIn                  				AC3745				4				LB
cHuZmxbVk                   				AC3745				5				LB
e                           				AC3745				6				UB
UHg                         				AC3745				7				UB
qSPSxHZSwz                  				AC3745				8				SL
JbbU                        				AC3745				9				SU




PNR Number: 4652_20221101_1_3778_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ERBsXgHqvunh                				AC3778				5				LB
ge                          				AC3778				6				UB
EKCR                        				AC3778				7				UB
DOjbuiaHediDSHrS            				AC3778				8				SL
cnKLGumzDJg                 				AC3778				9				SU
LlfjwuUOcCtWfopp            				AC3778				10				LB
ZTXEhV                      				AC3778				11				LB
tvZqD                       				AC3778				12				UB
QJGphehhC                   				AC3778				13				UB
atdNjpufyqnkkh              				AC3778				14				SL
oAokrzEaZCWguh              				AC3778				15				SU
ctM                         				AC3778				16				LB




PNR Number: 4652_20221101_1_3780_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PtsIoJmlQwjrSiI             				AC3780				4				LB
RiCwkAyJdjnaCt              				AC3780				5				LB
rByOAdRKaxihCK              				AC3780				6				UB
JneCMgCQ                    				AC3780				7				UB
iOLyPvxg                    				AC3780				8				SL
dPds                        				AC3780				9				SU
ntymdshicmLZgE              				AC3780				10				LB
uNb                         				AC3780				11				LB
bhIfcfFSvQE                 				AC3780				12				UB
Nk                          				AC3780				13				UB
d                           				AC3780				14				SL
HJXaWLPq                    				AC3780				15				SU
BPedrdQSsCpIJg              				AC3780				16				LB
CIDsMjddJKMDwE              				AC3780				17				LB
oUYpSwsNkC                  				AC3780				18				UB
NyekrNPxyf                  				AC3781				1				UB
VXSZ                        				AC3781				2				SL
vakXTNfR                    				AC3781				3				SU
eLSVaetKYavHcBbu            				AC3781				4				LB
mRrFYY                      				AC3781				5				LB
dBolHArdqZuUBpIX            				AC3781				6				UB
SvkCmjAuAomvzeiL            				AC3781				7				UB
dPRQdcmpOd                  				AC3781				8				SL
F                           				AC3781				9				SU
wUCsXNHyz                   				AC3781				10				LB
ALIIQmTzX                   				AC3781				11				LB
xaCpGgus                    				AC3781				12				UB
RcodTF                      				AC3781				13				UB
AnrFIdOFuMfgvXRx            				AC3781				14				SL
JB                          				AC3781				15				SU
ahpCaRTEj                   				AC3781				16				LB
jxcp                        				AC3781				17				LB
ebZZJrecJWjTn               				AC3781				18				UB
PaKBBjfCvrqXJuH             				AC3782				1				UB
oVYBTpeZJgeW                				AC3782				2				SL
TevydVgeirmHAe              				AC3782				3				SU
kZuCiHBuzzv                 				AC3782				4				LB
wuJdevRuY                   				AC3782				5				LB




PNR Number: 22517_20221101_0_2844_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iT                          				SL2844				19				SU
ICAtoZyQOLcvO               				SL2844				20				LB




PNR Number: 22517_20221101_1_3810_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Tl                          				AC3810				7				UB
dYBeDDERk                   				AC3810				8				SL
edV                         				AC3810				9				SU
RBGoKQBqBDLdvSFy            				AC3810				10				LB
NQktXIClfAGYlVog            				AC3810				11				LB
Yz                          				AC3810				12				UB
Z                           				AC3810				13				UB
YqmobTcZnmxX                				AC3810				14				SL
TAE                         				AC3810				15				SU
a                           				AC3810				16				LB
JN                          				AC3810				17				LB
o                           				AC3810				18				UB
Zk                          				AC3811				1				UB
YcdcaEZiDmHoPJGQ            				AC3811				2				SL
M                           				AC3811				3				SU
CwFHKv                      				AC3811				4				LB
IvVHD                       				AC3811				5				LB
bbdinaepZukpMF              				AC3811				6				UB
TkLsPoCPGt                  				AC3811				7				UB
BSbQxzZt                    				AC3811				8				SL




PNR Number: 4652_20221101_1_3868_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZIIPChFJNZhZojC             				AC3868				4				LB
QtaWrbzUapVpxGaz            				AC3868				5				LB
KGFEgtxRZ                   				AC3868				6				UB
PxdjcZBoxaRvBeBe            				AC3868				7				UB
miHHHGOeazWhS               				AC3868				8				SL
oMfouyODVjzKUP              				AC3868				9				SU
YS                          				AC3868				10				LB
RXsNvUhLQohuitOI            				AC3868				11				LB
SiOADAEBqnO                 				AC3868				12				UB
zzDKg                       				AC3868				13				UB
cCXZbNrXtvIrLmo             				AC3868				14				SL
cvABLHColfJ                 				AC3868				15				SU
j                           				AC3868				16				LB
EVZMeEddh                   				AC3868				17				LB
DuBitbVfZOSQGGFZ            				AC3868				18				UB
fFokBvmAisHG                				AC3869				1				UB
BO                          				AC3869				2				SL
YTW                         				AC3869				3				SU
Amxo                        				AC3869				4				LB
XzamfOLtZoZ                 				AC3869				5				LB
PlyTYHdn                    				AC3869				6				UB
iVRVkJfX                    				AC3869				7				UB
dSdWHFPxcBlF                				AC3869				8				SL
aaxPwECymuAjwqY             				AC3869				9				SU
vnlDWGH                     				AC3869				10				LB
A                           				AC3869				11				LB
eyNHjpiKYh                  				AC3869				12				UB
NaQiyhzQZJkKEpRZ            				AC3869				13				UB
ZaETkqQWVQg                 				AC3869				14				SL
bOvZtOhmGAWZXtj             				AC3869				15				SU
QKRzi                       				AC3869				16				LB
eolXzIIJiWmDSQ              				AC3869				17				LB
Wn                          				AC3869				18				UB
hymYMB                      				AC3870				1				UB
UhOIGJfs                    				AC3870				2				SL
hNwdLaYGsfxMf               				AC3870				3				SU
szHU                        				AC3870				4				LB




PNR Number: 4652_20221101_0_2701_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

WrZYSvkJQmchT               				SL2701				19				SU
ilmKNerXeOPDnZb             				SL2701				20				LB
zRWtN                       				SL2701				21				MB
aDolNJplWSkAibQk            				SL2701				22				UB
cNTPAt                      				SL2701				23				LB
oY                          				SL2701				24				MB
SRVNa                       				SL2702				1				LB
pUMCFuv                     				SL2702				2				MB
YGNQOE                      				SL2702				3				UB
PkH                         				SL2702				4				LB
se                          				SL2702				5				MB
VaSOcXL                     				SL2702				6				UB
qmeDJtRCaFc                 				SL2702				7				SL
IxCRCj                      				SL2702				8				SU
fLDdusUkCHzATir             				SL2702				9				LB
Ousr                        				SL2702				10				MB
OBkPs                       				SL2702				11				UB
rRhS                        				SL2702				12				LB
GhlhvDhXPLMhA               				SL2702				13				MB
szyewPe                     				SL2702				14				UB
R                           				SL2702				15				LB
FxykiJforhI                 				SL2702				16				MB
yvaJOLkZLbmScs              				SL2702				17				UB
kHKRg                       				SL2702				18				SL
SQ                          				SL2702				19				SU
hRBHOsaZROy                 				SL2702				20				LB
tuwOPwVoS                   				SL2702				21				MB
m                           				SL2702				22				UB
yUZuVND                     				SL2702				23				LB
KWxMfUulOWLcP               				SL2702				24				MB
OMaMZNlMSwne                				SL2703				1				LB
mAeSNaSqbGJSEQG             				SL2703				2				MB
BuXC                        				SL2703				3				UB
dxk                         				SL2703				4				LB
JwpWnCmZkicWE               				SL2703				5				MB
QXkBmjwnPMN                 				SL2703				6				UB
Mzxv                        				SL2703				7				SL




PNR Number: 4652_20221101_1_3873_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aFXfLbWyk                   				AC3873				3				SU
efXUvxXGeLETF               				AC3873				4				LB
IzLYzcor                    				AC3873				5				LB
wun                         				AC3873				6				UB




PNR Number: 4652_20221101_0_2706_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fXHVxBNDUtduyTV             				SL2706				6				UB
mXprIVCjgUF                 				SL2706				7				SL
i                           				SL2706				8				SU
yigVmQzufmi                 				SL2706				9				LB
mJZUGMQ                     				SL2706				10				MB
qsgHJevPktX                 				SL2706				11				UB
FEluWQdHnVtzdH              				SL2706				12				LB
BNevIoafsSUmSoEu            				SL2706				13				MB
XvJgVpfp                    				SL2706				14				UB
CP                          				SL2706				15				LB
jqWtTsUFSK                  				SL2706				16				MB
ziaZkELRRpVKeum             				SL2706				17				UB
BESRNuS                     				SL2706				18				SL




PNR Number: 4652_20221101_0_2706_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ImmrgYxxYyvD                				SL2706				19				SU
yRHtVczsttCP                				SL2706				20				LB
WBPKn                       				SL2706				21				MB
NCGgRBhUXxtez               				SL2706				22				UB
es                          				SL2706				23				LB
QefT                        				SL2706				24				MB
HpiRxwlxjxcin               				SL2707				1				LB
JHMteZpkP                   				SL2707				2				MB
oPqvYSzs                    				SL2707				3				UB
hLxP                        				SL2707				4				LB
VaGiUJpjqDNCPu              				SL2707				5				MB
bBo                         				SL2707				6				UB
swrePqMiWGvDoRxC            				SL2707				7				SL
qiia                        				SL2707				8				SU
lFNgKVubiqqVUC              				SL2707				9				LB
laueBxFZVHGjeZ              				SL2707				10				MB
uagDasdPyj                  				SL2707				11				UB
OvVjyYyAHzoA                				SL2707				12				LB
tyewgmywYCSexcD             				SL2707				13				MB
pcdqlhASQHrMiud             				SL2707				14				UB




PNR Number: 22517_20221101_1_3879_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jmDGJlcUnFFudb              				AC3879				16				LB
uviMX                       				AC3879				17				LB
wSgFNRKYc                   				AC3879				18				UB
BXMvjUiyQ                   				AC3880				1				UB
iIpkKihCnKiWdOWK            				AC3880				2				SL
o                           				AC3880				3				SU
iqyV                        				AC3880				4				LB
NOLBTqUnDZIC                				AC3880				5				LB
ahGc                        				AC3880				6				UB
t                           				AC3880				7				UB
zdrceCIhuhRwfdZu            				AC3880				8				SL
xKviUPDqyFJxuJEo            				AC3880				9				SU
wGhkVyHxfcCb                				AC3880				10				LB
pUPrVeyGKWoPtDeq            				AC3880				11				LB
ppXSULGuMbIVdLaM            				AC3880				12				UB
W                           				AC3880				13				UB
eNuOHmrsYWODqD              				AC3880				14				SL
riedUxUijjy                 				AC3880				15				SU
TJkRpw                      				AC3880				16				LB
q                           				AC3880				17				LB
xuHvvd                      				AC3880				18				UB
DnYKCXocUUA                 				AC3881				1				UB
TDRuaYiMR                   				AC3881				2				SL
PMssCYWwU                   				AC3881				3				SU
qqDTQO                      				AC3881				4				LB




PNR Number: 4652_20221101_1_3904_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

vLvIZsRsPqVa                				AC3904				13				UB
lYwhnNMPRg                  				AC3904				14				SL
RJumCdC                     				AC3904				15				SU
dRfvaRLs                    				AC3904				16				LB
ugAzswQtWjKxmm              				AC3904				17				LB
OBFxhWFsDPZ                 				AC3904				18				UB
lY                          				AC3905				1				UB
DBMqOOVsbGFzFqtt            				AC3905				2				SL
VURkHioOQyX                 				AC3905				3				SU
MnnajiUBrjkx                				AC3905				4				LB
bTwZMdHLnCSF                				AC3905				5				LB
EwvyUTDUgTZ                 				AC3905				6				UB
YKAO                        				AC3905				7				UB




PNR Number: 22517_20221101_0_2919_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kHzuCezDQRiLjyN             				SL2919				1				LB
HJd                         				SL2919				2				MB
aInSRbOrqhcU                				SL2919				3				UB
ihwvcWVnX                   				SL2919				4				LB
fReQnHIF                    				SL2919				5				MB
vllBI                       				SL2919				6				UB
ITRSPqRxaCk                 				SL2919				7				SL
ckItHAfaTLMe                				SL2919				8				SU
FFwxcvYDn                   				SL2919				9				LB
FxPniqdpQQ                  				SL2919				10				MB
TMzOYTI                     				SL2919				11				UB
BeEOqXPeIGIqskyR            				SL2919				12				LB
DUM                         				SL2919				13				MB
QBmGEWSWzGT                 				SL2919				14				UB
fUsAVdIiAYVgxe              				SL2919				15				LB
VqrMFLZyRvh                 				SL2919				16				MB
uaTYgBKnlkXDFv              				SL2919				17				UB
Jc                          				SL2919				18				SL
kwKshChuoVMYZnfs            				SL2919				19				SU
HcgJeNe                     				SL2919				20				LB




PNR Number: 22517_20221101_1_3894_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

xZ                          				AC3894				13				UB
FsLhAICOktXSKz              				AC3894				14				SL
JcWq                        				AC3894				15				SU
qmUGbV                      				AC3894				16				LB
KjW                         				AC3894				17				LB
tOtRohCKopom                				AC3894				18				UB
XON                         				AC3895				1				UB
GzD                         				AC3895				2				SL
iUYPEitkTkXzekj             				AC3895				3				SU
wXadwaddnzoKWUh             				AC3895				4				LB
CwPhMDNPdueGDOQG            				AC3895				5				LB
jgAlMqtE                    				AC3895				6				UB




PNR Number: 4652_20221101_0_2732_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ktUMXogrraMwxctE            				SL2732				13				MB
avoApMN                     				SL2732				14				UB
y                           				SL2732				15				LB
v                           				SL2732				16				MB
w                           				SL2732				17				UB
LHEyCAPp                    				SL2732				18				SL
qeMOpEeKaJYIZGmM            				SL2732				19				SU
LuOyLfGltBINmZ              				SL2732				20				LB
DPOFG                       				SL2732				21				MB
KWalcCAAzYWp                				SL2732				22				UB
AuXN                        				SL2732				23				LB
LEpjZxwuQs                  				SL2732				24				MB
d                           				SL2733				1				LB
qDoiBGV                     				SL2733				2				MB
QzULzqYLRNXwnkd             				SL2733				3				UB
eGwmFyKC                    				SL2733				4				LB
HDlYhPhz                    				SL2733				5				MB
FmqZ                        				SL2733				6				UB
wKpIvz                      				SL2733				7				SL
hQlFBKbWeNNcSMom            				SL2733				8				SU
gcYsldFNRrnZSYG             				SL2733				9				LB
inFBdQrfcrfK                				SL2733				10				MB
tRS                         				SL2733				11				UB
NB                          				SL2733				12				LB
kEAaYRVYOwVRQ               				SL2733				13				MB
LW                          				SL2733				14				UB
tLYIeZfU                    				SL2733				15				LB
RzfeDesQwleVLbuB            				SL2733				16				MB
JMonFy                      				SL2733				17				UB




PNR Number: 4652_20221101_1_3922_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

WvTJDJeBsm                  				AC3922				17				LB
NxHppGlKmMLZTLV             				AC3922				18				UB
a                           				AC3923				1				UB
oTECh                       				AC3923				2				SL
xTZOyBMIA                   				AC3923				3				SU
uVcQMnDZBBButf              				AC3923				4				LB
TcCYyNIRzoyaWTtr            				AC3923				5				LB
fYnYRFiHeNw                 				AC3923				6				UB
YllPQHiEh                   				AC3923				7				UB
UWAOnvYapuhu                				AC3923				8				SL
