PNR Number: 22517_20221101_1_2828_8				Train Number :22517				Date of Journey:2022-11-01
HOJeKUvlqGPrG               				AC3900				2				SL
fJunGvnSwFMnt               				AC3900				3				SU
NJGzafPs                    				AC3900				4				LB
D                           				AC3900				5				LB
hb                          				AC3900				6				UB
pItkuLBzQpYBy               				AC3900				7				UB
yxjcZsDllM                  				AC3900				8				SL
inGiKIDPf                   				AC3900				9				SU
dCuXLfDPeaz                 				AC3900				10				LB
XgcTIaLLBxbK                				AC3900				11				LB
zTatDe                      				AC3900				12				UB
E                           				AC3900				13				UB
MusyLZY                     				AC3900				14				SL
IIPUPAJKBKO                 				AC3900				15				SU




PNR Number: 22517_20221101_1_3900_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VAQLoREMPDhgMjRM            				AC3900				16				LB
E                           				AC3900				17				LB
vLahTXm                     				AC3900				18				UB
N                           				AC3901				1				UB
nzwdsIXweeMFsCD             				AC3901				2				SL
FfQXJWmXLcahwwlj            				AC3901				3				SU
vJEgqhR                     				AC3901				4				LB
In                          				AC3901				5				LB
XAZOJNXE                    				AC3901				6				UB
yyJMZCnPytpdHDi             				AC3901				7				UB
vxJBnionGz                  				AC3901				8				SL
VlzSiPKo                    				AC3901				9				SU
Ij                          				AC3901				10				LB
lzizlDrxPr                  				AC3901				11				LB
PsMFfgTwEDzsbK              				AC3901				12				UB
opbDEhNo                    				AC3901				13				UB
WBDXC                       				AC3901				14				SL
vqFbR                       				AC3901				15				SU
OQ                          				AC3901				16				LB
HBSDZZqCyqIvZui             				AC3901				17				LB
N                           				AC3901				18				UB
KFRZ                        				AC3902				1				UB
afRChoJU                    				AC3902				2				SL




PNR Number: 4652_20221101_0_2735_22				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

demQ                        				SL2735				22				UB
RUiEtvmRQLGSsMN             				SL2735				23				LB
F                           				SL2735				24				MB
JFF                         				SL2736				1				LB




PNR Number: 4652_20221101_0_2744_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

azgz                        				SL2744				13				MB
r                           				SL2744				14				UB
zdN                         				SL2744				15				LB
YKpcLedXNRcmNc              				SL2744				16				MB
hsrDWmCgLhs                 				SL2744				17				UB
ALYcNIfpFhjpNaz             				SL2744				18				SL
gdaTwVGlrgUW                				SL2744				19				SU
dcAgRRdDtIOvH               				SL2744				20				LB
OyqMibMkrMGuZfZu            				SL2744				21				MB
b                           				SL2744				22				UB
EB                          				SL2744				23				LB
MM                          				SL2744				24				MB
mwOgcZ                      				SL2745				1				LB
WTPu                        				SL2745				2				MB
jdwxqoeT                    				SL2745				3				UB
tVdyy                       				SL2745				4				LB
wrwmUimUZPxPHd              				SL2745				5				MB
QtFGSFYguIKVV               				SL2745				6				UB
HsRuvnRmStykyk              				SL2745				7				SL
yXngnUn                     				SL2745				8				SU
KJeXqmDsi                   				SL2745				9				LB
cWlF                        				SL2745				10				MB
uOX                         				SL2745				11				UB
avyvplD                     				SL2745				12				LB
nizscVw                     				SL2745				13				MB
YZuKH                       				SL2745				14				UB
gvXEyT                      				SL2745				15				LB
FcsukGISAbQTg               				SL2745				16				MB
DCnoWzWxUIy                 				SL2745				17				UB
eha                         				SL2745				18				SL
YvpgJoQttqawskda            				SL2745				19				SU
TrorFAqr                    				SL2745				20				LB
BUyqIBcwDS                  				SL2745				21				MB




PNR Number: 4652_20221101_1_3951_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IfvuyUIWswyPwx              				AC3951				5				LB
huhsjFNfQiX                 				AC3951				6				UB
hHFhISoZjEzVkR              				AC3951				7				UB
TRLz                        				AC3951				8				SL
Nu                          				AC3951				9				SU
SGMsRxlGXBTFuT              				AC3951				10				LB
mZdrGtqHfdubsfH             				AC3951				11				LB
BLGxzLV                     				AC3951				12				UB
xlmbT                       				AC3951				13				UB
JdYSzJUUDkFDtt              				AC3951				14				SL
GdOskifAQfbYWi              				AC3951				15				SU
zgn                         				AC3951				16				LB
BN                          				AC3951				17				LB




PNR Number: 22517_20221101_1_3931_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tfLPyIk                     				AC3931				16				LB
NCVplfYKm                   				AC3931				17				LB
xLvZs                       				AC3931				18				UB
vJUKAFDihlR                 				AC3932				1				UB
GloZDUNliWTuvY              				AC3932				2				SL
IByyBrfnEPYrxo              				AC3932				3				SU
ZvaqldZtez                  				AC3932				4				LB
ZvEZtfuJYo                  				AC3932				5				LB
juAoABWlgLe                 				AC3932				6				UB
bF                          				AC3932				7				UB
lvKihiicvFz                 				AC3932				8				SL
fvzxCJwUgysrF               				AC3932				9				SU
FllLECGsVV                  				AC3932				10				LB
Kjktbyqg                    				AC3932				11				LB
BEXnfWHYE                   				AC3932				12				UB
VA                          				AC3932				13				UB
UZF                         				AC3932				14				SL
cAQ                         				AC3932				15				SU
JMEnRuAvfzyJQ               				AC3932				16				LB
YOODeutMrAe                 				AC3932				17				LB
bo                          				AC3932				18				UB
MacwCIpK                    				AC3933				1				UB
lcgiy                       				AC3933				2				SL
NACsd                       				AC3933				3				SU
XRPkqjnRZeyIQHV             				AC3933				4				LB
Z                           				AC3933				5				LB
aCrqaatBHqvEXTe             				AC3933				6				UB
gIhQCGAvxYh                 				AC3933				7				UB
GgsrouhZt                   				AC3933				8				SL
WlUuAkXj                    				AC3933				9				SU
FDqq                        				AC3933				10				LB
VmZHJYoFbPzV                				AC3933				11				LB




PNR Number: 4652_20221101_1_3978_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

c                           				AC3978				11				LB
ho                          				AC3978				12				UB
xnBcV                       				AC3978				13				UB
YYahPrTvFUsVHEO             				AC3978				14				SL
hgZQFqlLzbxziF              				AC3978				15				SU
xGPfbVXhbJcvPX              				AC3978				16				LB
NPcldhMP                    				AC3978				17				LB
epJt                        				AC3978				18				UB
tCEdFKfuUuf                 				AC3979				1				UB
eGyONRU                     				AC3979				2				SL
SYMOTLUZUCVD                				AC3979				3				SU
TwbedDKmuBoQJzkU            				AC3979				4				LB
pnbEuqJyzLe                 				AC3979				5				LB
GqoMrs                      				AC3979				6				UB
dWoQLM                      				AC3979				7				UB
yEJxNCEb                    				AC3979				8				SL
bY                          				AC3979				9				SU
dDBEpBu                     				AC3979				10				LB
ZfHpSmKj                    				AC3979				11				LB
HrHBm                       				AC3979				12				UB
KAVtpveTXvfH                				AC3979				13				UB
taoVELhtoL                  				AC3979				14				SL
CU                          				AC3979				15				SU
kiLUbyJrUMgO                				AC3979				16				LB
UgMsBZsmmMY                 				AC3979				17				LB




PNR Number: 4652_20221101_0_2786_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Jo                          				SL2786				13				MB
smtEmnIxW                   				SL2786				14				UB
nnEn                        				SL2786				15				LB
tiBNwOWrmmvRPp              				SL2786				16				MB
sRrDuAJCzVlwUf              				SL2786				17				UB
RSRcZsiBngQf                				SL2786				18				SL
SolVQKQ                     				SL2786				19				SU
ekZHlKcV                    				SL2786				20				LB
NfFXRajx                    				SL2786				21				MB
RBHvo                       				SL2786				22				UB
copoyDFfgGWoXN              				SL2786				23				LB
HpbFZnvHSe                  				SL2786				24				MB
iqEKQpuF                    				SL2787				1				LB
TkMtcku                     				SL2787				2				MB
JCQjPGMj                    				SL2787				3				UB
mGEgcwwE                    				SL2787				4				LB
fbFqqNstGdsGnUl             				SL2787				5				MB
ZySCJTtyXIc                 				SL2787				6				UB
sXwSSAOx                    				SL2787				7				SL
P                           				SL2787				8				SU
rZkjc                       				SL2787				9				LB
WveptEWyUTUoWmp             				SL2787				10				MB
i                           				SL2787				11				UB
IoAiK                       				SL2787				12				LB




PNR Number: 22517_20221101_1_3958_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HHXsEgmKVEwKhYS             				AC3958				1				UB
hJYEPBRU                    				AC3958				2				SL
XkypcHRigcqEUf              				AC3958				3				SU
UJLXVQjyjaAeka              				AC3958				4				LB
jqHCgsqyEyHiX               				AC3958				5				LB
VqfxdahRyZGBQZ              				AC3958				6				UB
PdOB                        				AC3958				7				UB
mYWsV                       				AC3958				8				SL
ZORBeKFvdwIYxpTr            				AC3958				9				SU
xBsqbdDLVtUXlu              				AC3958				10				LB
hjgfAfAEzMO                 				AC3958				11				LB
CKMeMf                      				AC3958				12				UB




PNR Number: 22517_20221101_1_3958_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Sie                         				AC3958				13				UB
WR                          				AC3958				14				SL
IWXCAXoNWtesY               				AC3958				15				SU
z                           				AC3958				16				LB
RMvKTUe                     				AC3958				17				LB
EeG                         				AC3958				18				UB
wxxpCoC                     				AC3959				1				UB
KiSgku                      				AC3959				2				SL
gseopTYNqJkV                				AC3959				3				SU
p                           				AC3959				4				LB




PNR Number: 4652_20221101_1_3990_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SDWRi                       				AC3990				9				SU
kYHUOtrhhLAoKUqp            				AC3990				10				LB
kzNgAVbMHpZlT               				AC3990				11				LB
HszMxj                      				AC3990				12				UB
NbYxvzQHuAyEtjS             				AC3990				13				UB
gpKZZJoKrqrTewRh            				AC3990				14				SL
ypLKiV                      				AC3990				15				SU
bzxUYKGHIiSavI              				AC3990				16				LB
MbfVpptzNaa                 				AC3990				17				LB
HCSO                        				AC3990				18				UB
JoYqvoAjQWcYUY              				AC3991				1				UB
biVgyS                      				AC3991				2				SL
u                           				AC3991				3				SU
ciqCBa                      				AC3991				4				LB




PNR Number: 4652_20221101_0_2793_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nAMOyAVymYc                 				SL2793				10				MB
SDRIEeSrN                   				SL2793				11				UB
lVqXQfcAOac                 				SL2793				12				LB
bnzqRlBvMX                  				SL2793				13				MB
dAftIU                      				SL2793				14				UB
pnb                         				SL2793				15				LB
khvtQOkLlWAze               				SL2793				16				MB
WPANYILXuj                  				SL2793				17				UB
uPrkK                       				SL2793				18				SL
w                           				SL2793				19				SU
bWfq                        				SL2793				20				LB
zfOdDDmuFI                  				SL2793				21				MB
wULNwPr                     				SL2793				22				UB
rlsnX                       				SL2793				23				LB
VHjMGSvqilDdg               				SL2793				24				MB
qOmTlxpRVUE                 				SL2794				1				LB
pXYKjxwBmoDQlIB             				SL2794				2				MB
UMgPxetijt                  				SL2794				3				UB
HfIQKbMVOmzdQJKc            				SL2794				4				LB
KYXJvGgAmqamrrKh            				SL2794				5				MB
nEUzToXdxLpAUo              				SL2794				6				UB
IG                          				SL2794				7				SL
DaGDvbofmAzcG               				SL2794				8				SU
DQf                         				SL2794				9				LB
JTMGcIHAiJFke               				SL2794				10				MB
wGTQIZd                     				SL2794				11				UB
vzKWXbWwU                   				SL2794				12				LB
ghORXLzJNJXSK               				SL2794				13				MB
KstBvGabcLfxqhB             				SL2794				14				UB
A                           				SL2794				15				LB
zX                          				SL2794				16				MB




PNR Number: 4652_20221101_0_2803_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

akSsPRRLmLKXip              				SL2803				4				LB
Rgfopl                      				SL2803				5				MB
xhTTkEcaoLDQfH              				SL2803				6				UB
QwQtWzhprMBqUTQ             				SL2803				7				SL
YycdaiIuBOEbEtY             				SL2803				8				SU
HV                          				SL2803				9				LB
VStkhWUABygRcg              				SL2803				10				MB
DTCFsHnMh                   				SL2803				11				UB
STT                         				SL2803				12				LB
oGb                         				SL2803				13				MB
OjQk                        				SL2803				14				UB
RreWKP                      				SL2803				15				LB
PVseVfKJbWmvGOV             				SL2803				16				MB
UBAVXjTUbsOhBD              				SL2803				17				UB
xAkN                        				SL2803				18				SL
N                           				SL2803				19				SU
qOiLkDlhvpbgEPdQ            				SL2803				20				LB
YttuJ                       				SL2803				21				MB
jJxQOSlqSXWZH               				SL2803				22				UB




PNR Number: 22517_20221101_1_3979_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

liATvKKcuFyhYYB             				AC3979				1				UB
FjqULlpY                    				AC3979				2				SL
Rpmzeqdp                    				AC3979				3				SU
rVc                         				AC3979				4				LB
d                           				AC3979				5				LB
H                           				AC3979				6				UB
fUbkR                       				AC3979				7				UB
gZITiptWyoVZZqU             				AC3979				8				SL
icYgVDwxh                   				AC3979				9				SU
nrTyDbFFmWmX                				AC3979				10				LB
yXCEb                       				AC3979				11				LB
qFiQGs                      				AC3979				12				UB
eCQnNfRiIlkxvHQS            				AC3979				13				UB
IrGGNBQYZkUli               				AC3979				14				SL
m                           				AC3979				15				SU
ZdShZISmq                   				AC3979				16				LB
VwDxJ                       				AC3979				17				LB
XcRKWvjIYMO                 				AC3979				18				UB
HGFTWBXgDdluJmW             				AC3980				1				UB
NEWG                        				AC3980				2				SL
sCWWlkSETAJfkjM             				AC3980				3				SU




PNR Number: 22517_20221101_0_2968_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bZyQv                       				SL2968				19				SU
CLMV                        				SL2968				20				LB
m                           				SL2968				21				MB
tMGjkWE                     				SL2968				22				UB
huYXyvs                     				SL2968				23				LB
BqJBswezGnfrXLbL            				SL2968				24				MB
BX                          				SL2969				1				LB




PNR Number: 22517_20221101_0_2969_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jjiDIpKAkXPXgWs             				SL2969				2				MB
vfvKMsCGFT                  				SL2969				3				UB
OMryQnHRW                   				SL2969				4				LB
Ugity                       				SL2969				5				MB
BmQZKdOVXzEWgf              				SL2969				6				UB
ZZRNPgNGEtNZ                				SL2969				7				SL
xjtBKVDEodQTh               				SL2969				8				SU
muwswvyK                    				SL2969				9				LB
FWBePDKs                    				SL2969				10				MB
kYNzSTcjVsCd                				SL2969				11				UB
dbGbBhchtZpIfZ              				SL2969				12				LB
rVXVMyDVx                   				SL2969				13				MB
dguOxeCom                   				SL2969				14				UB
Rq                          				SL2969				15				LB
yEgOsOR                     				SL2969				16				MB
DbtLFyhfOc                  				SL2969				17				UB
fzMbCf                      				SL2969				18				SL




PNR Number: 22517_20221101_1_3985_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ie                          				AC3985				10				LB
GooVl                       				AC3985				11				LB
SlwwOsb                     				AC3985				12				UB
QYuvMgZdNXd                 				AC3985				13				UB
LzpeXiaBjgprKRd             				AC3985				14				SL
bdTvK                       				AC3985				15				SU
mkeJxVt                     				AC3985				16				LB
qNQfXGWuMPaqwwB             				AC3985				17				LB
m                           				AC3985				18				UB
yvo                         				AC3986				1				UB
YUki                        				AC3986				2				SL
WGObchJOyFCWEoa             				AC3986				3				SU
MhSXxdouLCx                 				AC3986				4				LB
HFcAAWMVJoNBzMaN            				AC3986				5				LB
zsUM                        				AC3986				6				UB
BvHADHRZUS                  				AC3986				7				UB
Igtp                        				AC3986				8				SL
jICqy                       				AC3986				9				SU
qlGDqq                      				AC3986				10				LB
AfMUXs                      				AC3986				11				LB
awDFZeHjIiNJpfs             				AC3986				12				UB
tWFVVbUYIQmRIT              				AC3986				13				UB
nBbv                        				AC3986				14				SL
hKVBfrzNQxHzRxp             				AC3986				15				SU
gGfMWT                      				AC3986				16				LB
jzvvAtLpxkqaJuvQ            				AC3986				17				LB
hoIhygRO                    				AC3986				18				UB
vCKTsGS                     				AC3987				1				UB




PNR Number: 4652_20221101_1_4013_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PSlmAadhsAourgQ             				AC4013				4				LB
MbT                         				AC4013				5				LB
U                           				AC4013				6				UB
IzoxLCyIRzHmz               				AC4013				7				UB
XLQID                       				AC4013				8				SL
b                           				AC4013				9				SU
oLvK                        				AC4013				10				LB
iqzJFu                      				AC4013				11				LB
IP                          				AC4013				12				UB
pSGmdiMC                    				AC4013				13				UB
gyPXrbyxrw                  				AC4013				14				SL




PNR Number: 22517_20221101_1_3993_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IBrjYsTaBbhMBXL             				AC3993				17				LB
wYTaltK                     				AC3993				18				UB
blYgeS                      				AC3994				1				UB
v                           				AC3994				2				SL




PNR Number: 4652_20221101_1_4018_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wJxlFEGL                    				AC4018				8				SL
bcGDu                       				AC4018				9				SU
AwzFUVZlJGZIGw              				AC4018				10				LB
USuGI                       				AC4018				11				LB
AXcmMJXCZ                   				AC4018				12				UB
iNpiFPzAZFnSPnK             				AC4018				13				UB
PkLdEGgyXEsOl               				AC4018				14				SL
GhBWVurrUyECsLD             				AC4018				15				SU
iIyQAsa                     				AC4018				16				LB
RWz                         				AC4018				17				LB
waivIwaP                    				AC4018				18				UB
qAKiQKMLoQKJELZo            				AC4019				1				UB
kMtWh                       				AC4019				2				SL
RDqR                        				AC4019				3				SU
IXJY                        				AC4019				4				LB
enDkSJvGjCdivnC             				AC4019				5				LB
cvFEBSlzVnfuKy              				AC4019				6				UB
YAd                         				AC4019				7				UB
EjlDiaEP                    				AC4019				8				SL
uOBJiJ                      				AC4019				9				SU
uUqFuQgjH                   				AC4019				10				LB
zbueBGpdQU                  				AC4019				11				LB
jcaROlvkpBzXdg              				AC4019				12				UB
JustJiDtpNwmAzBr            				AC4019				13				UB




PNR Number: 22517_20221101_0_2974_21				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

xaADVaqWS                   				SL2974				21				MB
OEnGuNE                     				SL2974				22				UB




PNR Number: 22517_20221101_1_4001_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DtOVeso                     				AC4001				3				SU
epsgu                       				AC4001				4				LB
eEAVouIEpAZhaoY             				AC4001				5				LB
NeVA                        				AC4001				6				UB
LAkZGEgkYrANY               				AC4001				7				UB
w                           				AC4001				8				SL
xvIj                        				AC4001				9				SU




PNR Number: 4652_20221101_0_2834_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KAGY                        				SL2834				19				SU
e                           				SL2834				20				LB
IODTfueuKgha                				SL2834				21				MB
FuH                         				SL2834				22				UB
ZSyhV                       				SL2834				23				LB
BcDrLITO                    				SL2834				24				MB
QHYxV                       				SL2835				1				LB
kN                          				SL2835				2				MB
ZNHSgXtbRm                  				SL2835				3				UB
JcE                         				SL2835				4				LB
hAXGBwNSypECOe              				SL2835				5				MB
mYESfqf                     				SL2835				6				UB
uMXjTtUXZyCFKbxj            				SL2835				7				SL
QhBnVvSCWWn                 				SL2835				8				SU
lhwqsmxGZIJDvaF             				SL2835				9				LB
bzoKiMgydReBNtgB            				SL2835				10				MB
qKIMGB                      				SL2835				11				UB
XMMvSlMWrF                  				SL2835				12				LB
DVFrveZIbBuPQGuV            				SL2835				13				MB
NtFtcNxbdAsnCpV             				SL2835				14				UB




PNR Number: 4652_20221101_0_2835_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

sbRwpQEHgYUPLro             				SL2835				15				LB
Sx                          				SL2835				16				MB
S                           				SL2835				17				UB
WJWvWtiT                    				SL2835				18				SL
BXwO                        				SL2835				19				SU
W                           				SL2835				20				LB
qWn                         				SL2835				21				MB
MsqyXevfYUDIvKkA            				SL2835				22				UB
fF                          				SL2835				23				LB
qfTUNcZUztPfQlZ             				SL2835				24				MB
JlzlsRiC                    				SL2836				1				LB
ovdFLfshlanIqYlP            				SL2836				2				MB
AZYPSdc                     				SL2836				3				UB
CnHY                        				SL2836				4				LB
UeKL                        				SL2836				5				MB
VWUzIcogae                  				SL2836				6				UB
uziUooMAjcuz                				SL2836				7				SL
a                           				SL2836				8				SU
tAPLnXWuPcyJfb              				SL2836				9				LB
UomhC                       				SL2836				10				MB
osTWjyPr                    				SL2836				11				UB
TLjJuu                      				SL2836				12				LB
LcBQRikYfMAGQHD             				SL2836				13				MB
SkiiTMOy                    				SL2836				14				UB
EfU                         				SL2836				15				LB
RSqzSVsobU                  				SL2836				16				MB
VNCZ                        				SL2836				17				UB
xufXAjkObObdIf              				SL2836				18				SL
SNwk                        				SL2836				19				SU
cT                          				SL2836				20				LB
uRmhp                       				SL2836				21				MB
PMbpbBNi                    				SL2836				22				UB
wEEWH                       				SL2836				23				LB
FwkKyNfITrmMpwo             				SL2836				24				MB
JBFeUUbUtLxMAWrI            				SL2837				1				LB
ouzfkucgfIfrPE              				SL2837				2				MB
dpTKdPTIMq                  				SL2837				3				UB
UgtIhTWQualkKO              				SL2837				4				LB
lxtDKhI                     				SL2837				5				MB




PNR Number: 22517_20221101_0_2983_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KFkQb                       				SL2983				16				MB
zrk                         				SL2983				17				UB
mlGYExfgXUDYq               				SL2983				18				SL
pR                          				SL2983				19				SU
FMwoYZ                      				SL2983				20				LB
GPxwMQuSL                   				SL2983				21				MB
HBCwgSt                     				SL2983				22				UB
QZmaitByB                   				SL2983				23				LB
ubnU                        				SL2983				24				MB
asWypz                      				SL2984				1				LB
Nhg                         				SL2984				2				MB
gpcYxexlxIXgqFI             				SL2984				3				UB
ZLJdMDflZW                  				SL2984				4				LB
xwT                         				SL2984				5				MB
JBKKxPJMURfKC               				SL2984				6				UB




PNR Number: 22517_20221101_0_2984_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MfyvKkOaGZqlLP              				SL2984				7				SL
QrACJANUor                  				SL2984				8				SU
imZp                        				SL2984				9				LB
WxB                         				SL2984				10				MB
nasZgXqe                    				SL2984				11				UB
qTXHXFrVpbfRq               				SL2984				12				LB
scifZoYJJIWsa               				SL2984				13				MB
WwCzfR                      				SL2984				14				UB
ZryNMtOMEUT                 				SL2984				15				LB
BeiniFxxU                   				SL2984				16				MB
Hy                          				SL2984				17				UB




PNR Number: 22517_20221101_1_4021_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GgSg                        				AC4021				7				UB
xQH                         				AC4021				8				SL
TL                          				AC4021				9				SU
ku                          				AC4021				10				LB
jEanIxUtDZ                  				AC4021				11				LB
jp                          				AC4021				12				UB
zReDAaXfuk                  				AC4021				13				UB
qcRHaKJL                    				AC4021				14				SL
AomeIlUAdg                  				AC4021				15				SU
RnjBjTubUc                  				AC4021				16				LB
yx                          				AC4021				17				LB
VWcEiQl                     				AC4021				18				UB
vEVlU                       				AC4022				1				UB
btUAD                       				AC4022				2				SL
iQHLRWnjn                   				AC4022				3				SU
EmUECgbk                    				AC4022				4				LB
KGGg                        				AC4022				5				LB
dTYlbhzqFmQ                 				AC4022				6				UB
WjOwiVxSl                   				AC4022				7				UB
BQFWoxzKMzQSGfCI            				AC4022				8				SL
JmwcDsfKzANz                				AC4022				9				SU
nJfAMvPhbWTq                				AC4022				10				LB
foyoPISvL                   				AC4022				11				LB
OpBOLcqCehVFOe              				AC4022				12				UB
mbHreW                      				AC4022				13				UB
kFKtz                       				AC4022				14				SL
FWYSThBw                    				AC4022				15				SU
IkCsKBUBgiSlsD              				AC4022				16				LB
hdCNOLvPZlnFfgxr            				AC4022				17				LB
NOVtwhVfGy                  				AC4022				18				UB
jzOJwlbesLX                 				AC4023				1				UB
x                           				AC4023				2				SL
ExdLaiel                    				AC4023				3				SU
rHlZvr                      				AC4023				4				LB
YXwEegwVWEwesBcj            				AC4023				5				LB
cE                          				AC4023				6				UB
yTWLvSpj                    				AC4023				7				UB




PNR Number: 4652_20221101_1_4066_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Ufveo                       				AC4066				14				SL
eJwSHaNq                    				AC4066				15				SU
DmYWELAJvBDA                				AC4066				16				LB
EgrkdLR                     				AC4066				17				LB
XSVdnnswMzYvY               				AC4066				18				UB
AjcHfr                      				AC4067				1				UB
CQkV                        				AC4067				2				SL
gYfeYmqPz                   				AC4067				3				SU
rqqhVKHfrYj                 				AC4067				4				LB




PNR Number: 22517_20221101_1_4038_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FCz                         				AC4038				2				SL
JchMgJlLzveiq               				AC4038				3				SU
xddqQRg                     				AC4038				4				LB
YM                          				AC4038				5				LB
pOiZgopSypzyljQX            				AC4038				6				UB
cQV                         				AC4038				7				UB
VNcnVSqMOW                  				AC4038				8				SL
dyPfO                       				AC4038				9				SU
y                           				AC4038				10				LB
jOZMaJc                     				AC4038				11				LB
rMUAJxRm                    				AC4038				12				UB
TgSQYYIBPuL                 				AC4038				13				UB
jsyXrPQGpmyEfmn             				AC4038				14				SL
YowcjXNnVAhFgwyN            				AC4038				15				SU
oucDCmZzAqyiE               				AC4038				16				LB
ODvURhVjmKhvlzLj            				AC4038				17				LB
VPQERcdNwq                  				AC4038				18				UB
PoctiFr                     				AC4039				1				UB
LrKDpYwjPlReC               				AC4039				2				SL
yltwnQpOlNTE                				AC4039				3				SU
XD                          				AC4039				4				LB
HhwvuJzYaPq                 				AC4039				5				LB
UWLfJJnwwHfH                				AC4039				6				UB
pCM                         				AC4039				7				UB
cxJpLHAcBxgkdCYK            				AC4039				8				SL
RcSdyfTtsVvtq               				AC4039				9				SU
Y                           				AC4039				10				LB
kZjRZMzEuF                  				AC4039				11				LB




PNR Number: 4652_20221101_1_4074_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NzKnEOuYDz                  				AC4074				3				SU
SjDIcv                      				AC4074				4				LB
LgARnduz                    				AC4074				5				LB
DPSR                        				AC4074				6				UB
bIVHimkVbw                  				AC4074				7				UB
ViFW                        				AC4074				8				SL
GOjzavvXdQdp                				AC4074				9				SU
fGyUnkDEogoMt               				AC4074				10				LB
BWhvYarMHhYjYuSV            				AC4074				11				LB
iVpqNaghc                   				AC4074				12				UB
jUaxMe                      				AC4074				13				UB
bQPdLgNbuEckBHtA            				AC4074				14				SL
PCB                         				AC4074				15				SU
fHLXEdqLeRuGB               				AC4074				16				LB
NQlXZoDQ                    				AC4074				17				LB
IKckriNiW                   				AC4074				18				UB
KmsQVHnhRxt                 				AC4075				1				UB
ETrhfLPUfTot                				AC4075				2				SL
GsNIr                       				AC4075				3				SU
DbQOtZ                      				AC4075				4				LB
RfFv                        				AC4075				5				LB
OEXNWFwsluncJVrE            				AC4075				6				UB
OBqkwIf                     				AC4075				7				UB
Re                          				AC4075				8				SL
mM                          				AC4075				9				SU
MPRw                        				AC4075				10				LB
OYjKWBsxAChNsEp             				AC4075				11				LB
VhTSDXMMAJIpbk              				AC4075				12				UB
EiUbadrHNTr                 				AC4075				13				UB
ETg                         				AC4075				14				SL
SPrQPFS                     				AC4075				15				SU
qatBdVuf                    				AC4075				16				LB
xPkMmbKiyLscNEF             				AC4075				17				LB




PNR Number: 22517_20221101_0_2995_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HCuDnI                      				SL2995				11				UB
JSZekLn                     				SL2995				12				LB
NExXLPsKiP                  				SL2995				13				MB
UgIiHeDAn                   				SL2995				14				UB
EpNqVOJL                    				SL2995				15				LB
