PNR Number: 22517_20221101_1_2839_13				Train Number :22517				Date of Journey:2022-11-01
VX                          				AC3788				17				LB
sS                          				AC3788				18				UB
bYftq                       				AC3789				1				UB
ZKXDUA                      				AC3789				2				SL
mkhouZCfkAHTbt              				AC3789				3				SU
oUWRL                       				AC3789				4				LB
FcP                         				AC3789				5				LB
DuNUrooRbhGrlJzV            				AC3789				6				UB
XJoktGfaTHn                 				AC3789				7				UB




PNR Number: 22517_20221101_1_3789_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zQ                          				AC3789				8				SL
gKOp                        				AC3789				9				SU
wAclBHRRn                   				AC3789				10				LB
Gjul                        				AC3789				11				LB
YxO                         				AC3789				12				UB
RIzQTnSOph                  				AC3789				13				UB
sJSmdMKBUJnZD               				AC3789				14				SL
TYiG                        				AC3789				15				SU
bboNQUBIiQXWSPV             				AC3789				16				LB
nSJznpZvZlz                 				AC3789				17				LB
Gr                          				AC3789				18				UB
IYD                         				AC3790				1				UB
upKHpwmpKMZxb               				AC3790				2				SL
NagNZYMdM                   				AC3790				3				SU
InwnTaNNwIW                 				AC3790				4				LB
qYnbDKiycMMzBP              				AC3790				5				LB
e                           				AC3790				6				UB
dC                          				AC3790				7				UB




PNR Number: 22517_20221101_0_2859_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

evSGea                      				SL2859				5				MB
perLfQWd                    				SL2859				6				UB
kVDn                        				SL2859				7				SL
FaLfmMLtOKcO                				SL2859				8				SU
BkvYdWLeaKMqHeQ             				SL2859				9				LB
wMGGQ                       				SL2859				10				MB
UOVKqO                      				SL2859				11				UB
IWIdnhLDgn                  				SL2859				12				LB
mdn                         				SL2859				13				MB
lxtf                        				SL2859				14				UB
QOjpvkECM                   				SL2859				15				LB
l                           				SL2859				16				MB
QYASfjRG                    				SL2859				17				UB
oykwRHxuS                   				SL2859				18				SL
z                           				SL2859				19				SU
fOeqGkLVhYKpR               				SL2859				20				LB
SDaYKUmchb                  				SL2859				21				MB
OIIf                        				SL2859				22				UB
MYqFamz                     				SL2859				23				LB
kPZzzWwQAaVYqR              				SL2859				24				MB
BtBrmM                      				SL2860				1				LB




PNR Number: 22517_20221101_0_2867_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cRYT                        				SL2867				13				MB
riAfunWu                    				SL2867				14				UB
lMyngkSIkZ                  				SL2867				15				LB
AEHMPNEshmh                 				SL2867				16				MB
o                           				SL2867				17				UB
sjIDYGYfjLX                 				SL2867				18				SL
kcwjfAPFusxlu               				SL2867				19				SU
ntTkxkkMiiUBh               				SL2867				20				LB
MU                          				SL2867				21				MB
wqTrdFhyyavOpAId            				SL2867				22				UB
wIznilucISRrXJ              				SL2867				23				LB
lLBdliNEB                   				SL2867				24				MB
ddOnrZO                     				SL2868				1				LB
SmHIgeFARV                  				SL2868				2				MB
GIg                         				SL2868				3				UB
AIlbOoFNqt                  				SL2868				4				LB
ow                          				SL2868				5				MB
BJwrXq                      				SL2868				6				UB




PNR Number: 22517_20221101_1_3814_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MozUMuQZOeIOu               				AC3814				10				LB
nQWfeDl                     				AC3814				11				LB
UrfzpuoojCthcMWk            				AC3814				12				UB
VOCFwx                      				AC3814				13				UB
nzLbKxUkMQ                  				AC3814				14				SL
PgGKbhMMm                   				AC3814				15				SU
QiwLeEhPPhI                 				AC3814				16				LB
zNBgRMnDVmUdNH              				AC3814				17				LB
UtNKbsSsnzMCEcVI            				AC3814				18				UB
ailJiuUHVdE                 				AC3815				1				UB
LzGevFVtBHoKvO              				AC3815				2				SL
fijcbfUGfyM                 				AC3815				3				SU
phPBkmLGC                   				AC3815				4				LB
uHSZ                        				AC3815				5				LB
iLJydFjP                    				AC3815				6				UB
uijdxufQHRhFF               				AC3815				7				UB
qFVezbnjGNoHQGjo            				AC3815				8				SL
uPtN                        				AC3815				9				SU
vPXomDgstXU                 				AC3815				10				LB
DNeA                        				AC3815				11				LB
IUn                         				AC3815				12				UB
dZS                         				AC3815				13				UB
JA                          				AC3815				14				SL
rflsMikFr                   				AC3815				15				SU
BMOFIezDR                   				AC3815				16				LB
X                           				AC3815				17				LB




PNR Number: 22517_20221101_0_2872_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YIXGFVDZLsrMGl              				SL2872				13				MB
fusyBcWV                    				SL2872				14				UB
IDYHndejYVEDUesF            				SL2872				15				LB
cMVykZ                      				SL2872				16				MB
HNvuyPrKgf                  				SL2872				17				UB
ivHxByq                     				SL2872				18				SL
NxK                         				SL2872				19				SU
nkybODHWxkDj                				SL2872				20				LB
qxefEwIbxXZYNCAE            				SL2872				21				MB
VimpcVR                     				SL2872				22				UB
JAacyyyyHsiIFdRg            				SL2872				23				LB
QwSSUNLzXGHKumDL            				SL2872				24				MB
cpcRrOnWmAMtm               				SL2873				1				LB
qYdW                        				SL2873				2				MB
dje                         				SL2873				3				UB
catNLZiPIuxYtII             				SL2873				4				LB
EhlQOnup                    				SL2873				5				MB
eXGgwaCWngC                 				SL2873				6				UB




PNR Number: 4652_20221101_0_2688_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nsBNy                       				SL2688				10				MB




PNR Number: 22517_20221101_0_2876_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LJABPgcRIWGo                				SL2876				12				LB
HTrfiWRhuv                  				SL2876				13				MB
spGvChgdUKFKBoSn            				SL2876				14				UB
PcBA                        				SL2876				15				LB
yrjmkCRKGihGYhF             				SL2876				16				MB
XKtPjI                      				SL2876				17				UB
AAMx                        				SL2876				18				SL
QwTXzlnVoddrIsY             				SL2876				19				SU
eBnof                       				SL2876				20				LB
il                          				SL2876				21				MB




PNR Number: 22517_20221101_1_3827_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ryHmzCD                     				AC3827				18				UB
wO                          				AC3828				1				UB
DWz                         				AC3828				2				SL
fixMeJhEzGzjQ               				AC3828				3				SU
VhcIEIr                     				AC3828				4				LB
gIRyHhJxPVXr                				AC3828				5				LB
gcUTrhJ                     				AC3828				6				UB
cMCcvaCDhDJfy               				AC3828				7				UB
ONEppeEIHiHG                				AC3828				8				SL
filzkyjJKKoeUEMu            				AC3828				9				SU
ImGRacJromwJfOiD            				AC3828				10				LB
BphKDQbOT                   				AC3828				11				LB
oMnIdrdFUZtUz               				AC3828				12				UB
EUombJnxkyfVh               				AC3828				13				UB
KKRztywyqZffDY              				AC3828				14				SL
sHezpLtGuzIHoJ              				AC3828				15				SU
NGVqegmwv                   				AC3828				16				LB
ewQJbfObAzbtoSq             				AC3828				17				LB
VnkzuhdcobOT                				AC3828				18				UB
qqIPkvFDGrFn                				AC3829				1				UB
CIFaPyVZFfVsrsi             				AC3829				2				SL
FvHSfoV                     				AC3829				3				SU
r                           				AC3829				4				LB
pXizkIMoSFaWG               				AC3829				5				LB
Ay                          				AC3829				6				UB
HBADdGY                     				AC3829				7				UB
WFJoHSSQveNMrPHb            				AC3829				8				SL
IiciFZYgRkLyl               				AC3829				9				SU
DJlW                        				AC3829				10				LB
QpPyyfiaUDgaVMx             				AC3829				11				LB
eynKha                      				AC3829				12				UB
rgoKsuhiVUrflET             				AC3829				13				UB
cWcVx                       				AC3829				14				SL
biczSnOgS                   				AC3829				15				SU
nEhpfs                      				AC3829				16				LB
eRufQBN                     				AC3829				17				LB
HntTeHlDxdH                 				AC3829				18				UB
RWxVgbhbl                   				AC3830				1				UB
DuFFDqzkDIDL                				AC3830				2				SL
lQRHy                       				AC3830				3				SU




PNR Number: 22517_20221101_1_3868_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QcoRtxFtEzKetLH             				AC3868				13				UB
Dev                         				AC3868				14				SL
HimLcdHAStEwyiN             				AC3868				15				SU
JokIaWsbxOMH                				AC3868				16				LB
bKoEpWr                     				AC3868				17				LB
uHwRgmximMrn                				AC3868				18				UB
No                          				AC3869				1				UB
oZLSwLwHh                   				AC3869				2				SL
SjLniFvulKNq                				AC3869				3				SU
MulvTjT                     				AC3869				4				LB
yQHJUpNUGqloBD              				AC3869				5				LB
RsAHeW                      				AC3869				6				UB
wOaSunuEwULQsGRN            				AC3869				7				UB
DwbxJzOkIkqyiG              				AC3869				8				SL
EgITiI                      				AC3869				9				SU
qSkmGwbtlGM                 				AC3869				10				LB
qsRagFu                     				AC3869				11				LB
Fwc                         				AC3869				12				UB
B                           				AC3869				13				UB
eAnOZBQzgXOxC               				AC3869				14				SL
MVTwEKZUi                   				AC3869				15				SU
ikqRxZkQjVELLqsy            				AC3869				16				LB
KRRfgryJO                   				AC3869				17				LB
XwoyIZOxloF                 				AC3869				18				UB
CMQWRwnCocU                 				AC3870				1				UB
lRUElodbZJQm                				AC3870				2				SL
EWPpLV                      				AC3870				3				SU
EiFFDppLV                   				AC3870				4				LB
M                           				AC3870				5				LB
zKxOalxIN                   				AC3870				6				UB
b                           				AC3870				7				UB
PLvjIPhJDpeBrCmA            				AC3870				8				SL
ySPIszgPlenQ                				AC3870				9				SU
nnQsfvxolFNmS               				AC3870				10				LB




PNR Number: 4652_20221101_0_2717_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JlnDuEIDhEVs                				SL2717				8				SU
jVo                         				SL2717				9				LB
hQaSGrEVmTYgzmC             				SL2717				10				MB
yQQghZskMaqYpyQ             				SL2717				11				UB
VPmZKgkbXHbibaS             				SL2717				12				LB
MTHJwD                      				SL2717				13				MB
NDXKIYKSuFxD                				SL2717				14				UB
uaGGp                       				SL2717				15				LB




