PNR Number: 4652_20221101_1_2910_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

EokIEUdSi                   				SL2861				16				MB
OzgzZLm                     				SL2861				17				UB
u                           				SL2861				18				SL
UpgeDGSYEVtFg               				SL2861				19				SU
BezcHjuXRDCKZ               				SL2861				20				LB
elhMxxH                     				SL2861				21				MB
PUxJHfbllxoE                				SL2861				22				UB
NgnQu                       				SL2861				23				LB
nIqLrOjNZtIX                				SL2861				24				MB
BFq                         				SL2862				1				LB
LorFHVtgQjtTJn              				SL2862				2				MB
CfUPheHlMzOJAVGz            				SL2862				3				UB
XfwwvwCuROMnPvhG            				SL2862				4				LB
lhPHsDGZjWZbMYoS            				SL2862				5				MB
ibAZTOcjBaWzIpT             				SL2862				6				UB
NRnUQ                       				SL2862				7				SL
TVNIqc                      				SL2862				8				SU
efxZXdZKiHtZz               				SL2862				9				LB
FKnQ                        				SL2862				10				MB
NznEZLqc                    				SL2862				11				UB
bKkWxtsjcRCQK               				SL2862				12				LB
TtawCrfv                    				SL2862				13				MB
QRjgEob                     				SL2862				14				UB
WNEnV                       				SL2862				15				LB
qtvgvTdkWSMN                				SL2862				16				MB
mDJEDwgpsrM                 				SL2862				17				UB
WeaNGRy                     				SL2862				18				SL
cJSlUXZK                    				SL2862				19				SU
GpTFU                       				SL2862				20				LB
tGsHzybQsnlbtEt             				SL2862				21				MB
wvgNJNKt                    				SL2862				22				UB
GpZPZzCfGEKsgUq             				SL2862				23				LB
LObVXhldF                   				SL2862				24				MB
GIA                         				SL2863				1				LB
uqa                         				SL2863				2				MB




PNR Number: 4652_20221101_0_2679_23				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bbUmjBvxjKumfn              				SL2679				23				LB
JICCt                       				SL2679				24				MB
E                           				SL2680				1				LB
YIvMkWWxbCZqet              				SL2680				2				MB
WkPMAilUuSIv                				SL2680				3				UB
gdkfmI                      				SL2680				4				LB
PTvtQvFzcWgJB               				SL2680				5				MB
KFGHJhuesS                  				SL2680				6				UB
CuB                         				SL2680				7				SL
tSj                         				SL2680				8				SU




PNR Number: 4652_20221101_1_3854_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BQZ                         				AC3854				11				LB
VvNTaJMKvQCTQpo             				AC3854				12				UB
kzyjsrdaL                   				AC3854				13				UB
gzLrNiJOhnHYKA              				AC3854				14				SL
usPZKvFKDnVflh              				AC3854				15				SU
CnbLiK                      				AC3854				16				LB
yaf                         				AC3854				17				LB
LyNQ                        				AC3854				18				UB
ZxiMTtJ                     				AC3855				1				UB
aLDucfpVPlX                 				AC3855				2				SL
nEPNeXercPB                 				AC3855				3				SU
hBdHctZDZAez                				AC3855				4				LB
Uu                          				AC3855				5				LB
aqhMUWFPmdRee               				AC3855				6				UB
vktjqsUqCyDJ                				AC3855				7				UB
LXZORaju                    				AC3855				8				SL
LaE                         				AC3855				9				SU
JZCqNCemInxSPl              				AC3855				10				LB
XCyavCPb                    				AC3855				11				LB
BIwrjQqk                    				AC3855				12				UB
jHDQZ                       				AC3855				13				UB
ruZszLtTQE                  				AC3855				14				SL
fWmiAnGYWxJz                				AC3855				15				SU
BQBaRZgETKFsZVu             				AC3855				16				LB
SoiQmBDnUBzV                				AC3855				17				LB
MfCTdecYCTfEX               				AC3855				18				UB
XtWEpIRw                    				AC3856				1				UB




PNR Number: 22517_20221101_1_3845_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wqogI                       				AC3845				7				UB
eIVONn                      				AC3845				8				SL
XfD                         				AC3845				9				SU
qTrvSYbp                    				AC3845				10				LB
DPicmkSytsuvsaen            				AC3845				11				LB
RdMSbLl                     				AC3845				12				UB
OIAiFAhbS                   				AC3845				13				UB
BCDDKjQPmgrXa               				AC3845				14				SL
Yd                          				AC3845				15				SU
NIKjgIvMKZE                 				AC3845				16				LB
srjwuRlbZdDl                				AC3845				17				LB
rsGWoENK                    				AC3845				18				UB
jhHtHTSsCl                  				AC3846				1				UB
g                           				AC3846				2				SL
ZkxvMESGSJ                  				AC3846				3				SU
MKmayH                      				AC3846				4				LB
oygO                        				AC3846				5				LB
XAPL                        				AC3846				6				UB
FE                          				AC3846				7				UB
x                           				AC3846				8				SL
YJaIdm                      				AC3846				9				SU
VCMkwX                      				AC3846				10				LB
IbTHrlLUlpC                 				AC3846				11				LB
xHgCssMdi                   				AC3846				12				UB
TSt                         				AC3846				13				UB
tc                          				AC3846				14				SL
XBvrPrHDLKlnBvKS            				AC3846				15				SU
cmsxlCkjOB                  				AC3846				16				LB
tzqJqRz                     				AC3846				17				LB
PQXFz                       				AC3846				18				UB
iXJ                         				AC3847				1				UB
HxIggfRnKTs                 				AC3847				2				SL
WTwmyO                      				AC3847				3				SU
QWsrazrcWZVUw               				AC3847				4				LB
vUIZ                        				AC3847				5				LB




PNR Number: 4652_20221101_0_2704_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CGGkEGUWvzMjf               				SL2704				11				UB
yVtZZAZxMkpbLl              				SL2704				12				LB
DEqzH                       				SL2704				13				MB
TIcef                       				SL2704				14				UB
RDRkLnVDyxKIJoV             				SL2704				15				LB
awfnFbYaoWiSB               				SL2704				16				MB
LzYEFk                      				SL2704				17				UB
fEqlVw                      				SL2704				18				SL
qwaIHIiqqrv                 				SL2704				19				SU
QzoLyrrRGGSyiuiU            				SL2704				20				LB
LgMFyTKXIVlmY               				SL2704				21				MB
ilLoGReVVmhBitg             				SL2704				22				UB
oCzesaYtZNGV                				SL2704				23				LB
mxxKRDDlcZE                 				SL2704				24				MB
hlVjOlOzM                   				SL2705				1				LB
KbBKvZaMt                   				SL2705				2				MB
npLFtzFAbdILH               				SL2705				3				UB
HktDSdFUaqwSo               				SL2705				4				LB
LpksiuoendlmXK              				SL2705				5				MB
YlKaCI                      				SL2705				6				UB
OhjMHq                      				SL2705				7				SL
YXvLrF                      				SL2705				8				SU
GiTKpCzXAOacuVbR            				SL2705				9				LB




PNR Number: 22517_20221101_0_2891_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ThkGOyvKzLvYya              				SL2891				6				UB
kyRc                        				SL2891				7				SL
zDSVcSFLOflHFg              				SL2891				8				SU
cUyXHf                      				SL2891				9				LB
zPYohBIeVDpL                				SL2891				10				MB
nwg                         				SL2891				11				UB
RDDXmpeZWdQgaNr             				SL2891				12				LB
i                           				SL2891				13				MB
lLGWXiUFoV                  				SL2891				14				UB
RUT                         				SL2891				15				LB
r                           				SL2891				16				MB
V                           				SL2891				17				UB
ClofgOhjKRsLc               				SL2891				18				SL
zDHRJmhRt                   				SL2891				19				SU
Q                           				SL2891				20				LB
HAZpa                       				SL2891				21				MB
iAfrqiIPaKZ                 				SL2891				22				UB
DxQkZTAHhFxW                				SL2891				23				LB
vCW                         				SL2891				24				MB
c                           				SL2892				1				LB
tJaI                        				SL2892				2				MB
jtvtkxEMfaQJQsD             				SL2892				3				UB
ZRwRsJ                      				SL2892				4				LB
YVhiRJJpr                   				SL2892				5				MB
yExOlToRHRDc                				SL2892				6				UB
qHaxIPPF                    				SL2892				7				SL
iLMseQlnCGnv                				SL2892				8				SU
zdcuUlJTX                   				SL2892				9				LB
JW                          				SL2892				10				MB
uaghvoqrhyLIWAOa            				SL2892				11				UB




PNR Number: 4652_20221101_1_3943_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AtYnivjyKxt                 				AC3943				11				LB
c                           				AC3943				12				UB
kOTuUxgnCqCZIV              				AC3943				13				UB
iexoTrKmmfnrhFbq            				AC3943				14				SL
fqzm                        				AC3943				15				SU
qATJ                        				AC3943				16				LB
QLk                         				AC3943				17				LB
AETqARMhe                   				AC3943				18				UB
qYkIgps                     				AC3944				1				UB
dHWGc                       				AC3944				2				SL
VgaeVe                      				AC3944				3				SU
xseCITjpDdesuM              				AC3944				4				LB
xlG                         				AC3944				5				LB
jBcFpFeftrH                 				AC3944				6				UB
hytbfTgJ                    				AC3944				7				UB
KKgDnbNFI                   				AC3944				8				SL
sVHDHTAWug                  				AC3944				9				SU
hlgKWaZBC                   				AC3944				10				LB
XbIEK                       				AC3944				11				LB
XfQFRfweT                   				AC3944				12				UB
NbPEdOc                     				AC3944				13				UB
RNIoldxIVwDdvzlq            				AC3944				14				SL
cOvlYmNetFOfdy              				AC3944				15				SU
TLACpfTcAnWS                				AC3944				16				LB
fEuhXCrjLYEGOcNH            				AC3944				17				LB
kDguGgGq                    				AC3944				18				UB
mxobqiWGcuNj                				AC3945				1				UB
bpTyxWHq                    				AC3945				2				SL
tvb                         				AC3945				3				SU
xdjumZiZWYXI                				AC3945				4				LB
ymbHMHvxiBDGP               				AC3945				5				LB
myniEqA                     				AC3945				6				UB
oEi                         				AC3945				7				UB
LQU                         				AC3945				8				SL




PNR Number: 22517_20221101_1_3925_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

hTrZ                        				AC3925				11				LB
NPvlnvKQwmBBC               				AC3925				12				UB
VbLrW                       				AC3925				13				UB
YSkNli                      				AC3925				14				SL
LrkRQCTghsOZ                				AC3925				15				SU
TqOYx                       				AC3925				16				LB
SHMyyWrbvFT                 				AC3925				17				LB
bPtNcmFEFlByXyLx            				AC3925				18				UB
Y                           				AC3926				1				UB
AJInrprCLdsUchH             				AC3926				2				SL
AEEvLRRgqQUrrI              				AC3926				3				SU
JbjbDQdSaGsw                				AC3926				4				LB
CVCPY                       				AC3926				5				LB
Y                           				AC3926				6				UB
iFhlQxmiCidt                				AC3926				7				UB
juDtMlF                     				AC3926				8				SL
hdIqal                      				AC3926				9				SU
AkRH                        				AC3926				10				LB
iWPd                        				AC3926				11				LB
cwPFdeInNrfXW               				AC3926				12				UB
oTSVdETgHCIzor              				AC3926				13				UB
Lt                          				AC3926				14				SL
qOMAhdLtgYduWGV             				AC3926				15				SU
QRKrbEQbE                   				AC3926				16				LB
aVqrtQRKMcQRGNnD            				AC3926				17				LB
JGqfInwUue                  				AC3926				18				UB
AjAbqQX                     				AC3927				1				UB
tcZPYMgaXVuFjyJu            				AC3927				2				SL
bxWtymzR                    				AC3927				3				SU
IIYD                        				AC3927				4				LB
CZQeAkP                     				AC3927				5				LB
NgqSTtiJlnkIbKRW            				AC3927				6				UB
q                           				AC3927				7				UB
IurtvhQ                     				AC3927				8				SL
IYadHUOfhKLwzvRz            				AC3927				9				SU
YMVQGSyzSqdoX               				AC3927				10				LB
AUdMCisf                    				AC3927				11				LB




PNR Number: 22517_20221101_1_3927_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Jg                          				AC3927				12				UB
MYIkeuWd                    				AC3927				13				UB
fZQIVBYmkeLIca              				AC3927				14				SL
ZFlMvCqTmwuocevm            				AC3927				15				SU
KniKOgCKDHjMegL             				AC3927				16				LB
YDkiNhqQ                    				AC3927				17				LB
fVnJPDwlqcoA                				AC3927				18				UB
lheojoFqeCniag              				AC3928				1				UB
qJvEnMaEuwfuBgd             				AC3928				2				SL
vvDJ                        				AC3928				3				SU
tTeGhNcGl                   				AC3928				4				LB
UIiP                        				AC3928				5				LB
JIqD                        				AC3928				6				UB
TyRA                        				AC3928				7				UB
rEEX                        				AC3928				8				SL
BpZ                         				AC3928				9				SU
VCJrOtgIPjaF                				AC3928				10				LB
KLHrHGptCfCaNP              				AC3928				11				LB
iGdHOoBJcOC                 				AC3928				12				UB
nyhajcvl                    				AC3928				13				UB
AbjlvOfsrPSD                				AC3928				14				SL
JEZxJurSMzgAc               				AC3928				15				SU
yJFLsdG                     				AC3928				16				LB
CnMIdWT                     				AC3928				17				LB
qALjGoSpSqfN                				AC3928				18				UB
KFiaUlqHazJEQK              				AC3929				1				UB
nnbgSAhluiLCI               				AC3929				2				SL
qnVom                       				AC3929				3				SU
azC                         				AC3929				4				LB
dpm                         				AC3929				5				LB
MnfgmIJ                     				AC3929				6				UB
SWrizwSyrMwI                				AC3929				7				UB
XSgU                        				AC3929				8				SL
LTcCJHRjungeZ               				AC3929				9				SU
AAiGEZgQKfcZOLs             				AC3929				10				LB
GhYlvgnDawze                				AC3929				11				LB
vcOkpRUGpA                  				AC3929				12				UB




PNR Number: 4652_20221101_0_2770_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

yDxVjUUAWEG                 				SL2770				8				SU
pyQ                         				SL2770				9				LB
ofauA                       				SL2770				10				MB
WUkgnW                      				SL2770				11				UB
FTtvQvAgeGBo                				SL2770				12				LB
IpXPbOVAalCn                				SL2770				13				MB
lopnMEraa                   				SL2770				14				UB
oMcRHvSZJbc                 				SL2770				15				LB
OYUKcI                      				SL2770				16				MB
sOgPXxI                     				SL2770				17				UB
UP                          				SL2770				18				SL
zbrXStXZ                    				SL2770				19				SU
HsanrJVCQLj                 				SL2770				20				LB
RRTHS                       				SL2770				21				MB
K                           				SL2770				22				UB
VSoyd                       				SL2770				23				LB
BdSGzt                      				SL2770				24				MB
ZElndgrakKNYgkrM            				SL2771				1				LB
jGvPkhgjbgeIIpU             				SL2771				2				MB
RfZZamIqYts                 				SL2771				3				UB




PNR Number: 4652_20221101_1_3964_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IUnRqgQLNkwNvMRK            				AC3964				9				SU
juROWSJUn                   				AC3964				10				LB




PNR Number: 22517_20221101_0_2945_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cNDF                        				SL2945				7				SL
DUzMOdA                     				SL2945				8				SU
l                           				SL2945				9				LB
TOxhuQZQM                   				SL2945				10				MB
fItGjjT                     				SL2945				11				UB
VCxsNTcfHKmEfzg             				SL2945				12				LB
NoAfffTaRoydfu              				SL2945				13				MB
A                           				SL2945				14				UB
tpuSwiKsYjJU                				SL2945				15				LB
PjFgRRrRp                   				SL2945				16				MB
bKPkuz                      				SL2945				17				UB
t                           				SL2945				18				SL
sZXnMnE                     				SL2945				19				SU
icBpUcKrsle                 				SL2945				20				LB
FRMTpVV                     				SL2945				21				MB
LIFaXzWVgsUe                				SL2945				22				UB
ofdKuTxI                    				SL2945				23				LB
fyhhgbHc                    				SL2945				24				MB
hU                          				SL2946				1				LB
QJpigcOw                    				SL2946				2				MB
wfw                         				SL2946				3				UB
BRmUCUEtNdDyog              				SL2946				4				LB




PNR Number: 4652_20221101_0_2776_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZQwIEYzrYlVFu               				SL2776				12				LB
T                           				SL2776				13				MB
hHXwUeRHTmCb                				SL2776				14				UB
rGBpqrTi                    				SL2776				15				LB
wfgqvvVuXrL                 				SL2776				16				MB
XeYHUshgYeJRDnu             				SL2776				17				UB
AQsLAtFBlZ                  				SL2776				18				SL
WibNHNGS                    				SL2776				19				SU
cSQ                         				SL2776				20				LB
zznJmkY                     				SL2776				21				MB
lxbWkKxmEhXvvEGQ            				SL2776				22				UB
ztHXLmunuEtLNbv             				SL2776				23				LB
z                           				SL2776				24				MB
vTmPxRiIDJwpEn              				SL2777				1				LB
KnsbydcA                    				SL2777				2				MB
PSINTFFiIqcoJdU             				SL2777				3				UB
aQoynIs                     				SL2777				4				LB
wfdmGUyNKVxXUw              				SL2777				5				MB
ZP                          				SL2777				6				UB
UQT                         				SL2777				7				SL
GSjJXUndKPv                 				SL2777				8				SU
gtHgZDcGig                  				SL2777				9				LB
ZEJoNsodaig                 				SL2777				10				MB
u                           				SL2777				11				UB
tENaIDZCod                  				SL2777				12				LB
mymnIr                      				SL2777				13				MB
GwqZ                        				SL2777				14				UB
HLLoURj                     				SL2777				15				LB
iNjUUmcyNjdra               				SL2777				16				MB
nOTQc                       				SL2777				17				UB
B                           				SL2777				18				SL
xf                          				SL2777				19				SU




PNR Number: 4652_20221101_0_2777_20				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lnSs                        				SL2777				20				LB
wfKAV                       				SL2777				21				MB
uvXuTtRlilTvsU              				SL2777				22				UB
HSgodmTH                    				SL2777				23				LB
nVN                         				SL2777				24				MB
vCoRjCTWCW                  				SL2778				1				LB
tHSRa                       				SL2778				2				MB
IzRzTmLBona                 				SL2778				3				UB
oJZIpJpiNLI                 				SL2778				4				LB
Krmbgv                      				SL2778				5				MB
zjHmWMqTLf                  				SL2778				6				UB
KwFKTJRtJDT                 				SL2778				7				SL
kD                          				SL2778				8				SU
cllucRYxOEJZmT              				SL2778				9				LB
Mp                          				SL2778				10				MB
bkDrnSgGHShigfYG            				SL2778				11				UB
QOSjmWbKEs                  				SL2778				12				LB
d                           				SL2778				13				MB
GjsdBUZgyjmmaD              				SL2778				14				UB
iCuG                        				SL2778				15				LB
sTLjTNF                     				SL2778				16				MB
ShVhuA                      				SL2778				17				UB
dZWNNlWd                    				SL2778				18				SL
RcC                         				SL2778				19				SU
NDfVvYjE                    				SL2778				20				LB
CCqzRl                      				SL2778				21				MB
kHVX                        				SL2778				22				UB
taSegNqJh                   				SL2778				23				LB
y                           				SL2778				24				MB
SFXgDWpGAUkLqcgT            				SL2779				1				LB




PNR Number: 4652_20221101_0_2799_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kMjbNQYNkarmHDp             				SL2799				10				MB
yKUYWyOP                    				SL2799				11				UB
RIhLzDZqOcvr                				SL2799				12				LB
fwfhcvNvnY                  				SL2799				13				MB
eicOIddGbN                  				SL2799				14				UB
Cc                          				SL2799				15				LB
QVMcGEYWQBCSneb             				SL2799				16				MB
sxYzZlDjLG                  				SL2799				17				UB
VddANGktxWZY                				SL2799				18				SL
Tx                          				SL2799				19				SU
HfsHaipWQDJFH               				SL2799				20				LB
KkPzEvklINwBTSp             				SL2799				21				MB
qjBvVAmCQRIwlp              				SL2799				22				UB
j                           				SL2799				23				LB
mQZWCAqnCH                  				SL2799				24				MB
NwKHs                       				SL2800				1				LB
tscBwWSr                    				SL2800				2				MB
fbF                         				SL2800				3				UB
BW                          				SL2800				4				LB
aiBDJ                       				SL2800				5				MB
GKmW                        				SL2800				6				UB
GppJpbqb                    				SL2800				7				SL
YnuOp                       				SL2800				8				SU
RIqvWrYaKoR                 				SL2800				9				LB
DpudJDUYvsF                 				SL2800				10				MB
ijuxWAmOVIxFN               				SL2800				11				UB
toBHPoAM                    				SL2800				12				LB
QECRoShqHDS                 				SL2800				13				MB
aNezUtJeeXhutBE             				SL2800				14				UB
qpDRAqxk                    				SL2800				15				LB
mnbeRyEYyqum                				SL2800				16				MB
Z                           				SL2800				17				UB
iLzimpQZhNeodVlC            				SL2800				18				SL
BcNEuRdlMbu                 				SL2800				19				SU
gTwWAjTzFQSNhUn             				SL2800				20				LB




PNR Number: 22517_20221101_1_3997_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

p                           				AC3997				8				SL
qy                          				AC3997				9				SU
aiTYUknuUf                  				AC3997				10				LB
DoHrdvKu                    				AC3997				11				LB
CGpEfHcbFMahQAK             				AC3997				12				UB
XJIRNYheNlVIb               				AC3997				13				UB
NlmCNKaSrx                  				AC3997				14				SL
QPvpJGOAYXdKz               				AC3997				15				SU
O                           				AC3997				16				LB
dHPTlQUemxuurkx             				AC3997				17				LB
QtLcL                       				AC3997				18				UB
mYEFIaYYvcu                 				AC3998				1				UB
VRFpMhP                     				AC3998				2				SL
lmQidsgfJWVm                				AC3998				3				SU
nQuQo                       				AC3998				4				LB
GLKMZYLScXFgPk              				AC3998				5				LB
cFYiAxwemZVPitzf            				AC3998				6				UB
R                           				AC3998				7				UB




PNR Number: 22517_20221101_0_2974_23				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CYSmBIi                     				SL2974				23				LB
fW                          				SL2974				24				MB
WRrLRwRIaImzH               				SL2975				1				LB
EJyNizMjRixOweZ             				SL2975				2				MB
ZHxeenJlEdLbx               				SL2975				3				UB
udZ                         				SL2975				4				LB
JH                          				SL2975				5				MB
vjcGNnQKmlraMD              				SL2975				6				UB
XNscrLjGTe                  				SL2975				7				SL
NtRFsamzNob                 				SL2975				8				SU
dVRjDuJKBabnQnM             				SL2975				9				LB
kIteXjaluhm                 				SL2975				10				MB
QzDbNSHnIvwRzuFo            				SL2975				11				UB
QpOGLgGZyADjYSQ             				SL2975				12				LB
HGfelrFMucNwXUy             				SL2975				13				MB
rNiDFmwgydJvx               				SL2975				14				UB
OzTGxObezhj                 				SL2975				15				LB
zIdjvNSEyMYgy               				SL2975				16				MB
qHuLhpj                     				SL2975				17				UB
NpFpsjaiOyx                 				SL2975				18				SL
CD                          				SL2975				19				SU
TBEgUuW                     				SL2975				20				LB
UJkt                        				SL2975				21				MB
xXvvULzdFQxrn               				SL2975				22				UB
uGtWIGNnspfKVz              				SL2975				23				LB
NCmgUABB                    				SL2975				24				MB
iBA                         				SL2976				1				LB




PNR Number: 22517_20221101_1_4010_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XZme                        				AC4010				17				LB
EQIjBRGIv                   				AC4010				18				UB
MGd                         				AC4011				1				UB
TJpD                        				AC4011				2				SL
tTynPsuDQJIRO               				AC4011				3				SU
vtSceJjPy                   				AC4011				4				LB
dF                          				AC4011				5				LB
aqKziGZQS                   				AC4011				6				UB




PNR Number: 4652_20221101_0_2829_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ltv                         				SL2829				11				UB
qfdkOAdKPwPQh               				SL2829				12				LB
SC                          				SL2829				13				MB
yhasMu                      				SL2829				14				UB
Wbt                         				SL2829				15				LB
ZCioOY                      				SL2829				16				MB
OeA                         				SL2829				17				UB
PgmoC                       				SL2829				18				SL
dPz                         				SL2829				19				SU
EJXzUo                      				SL2829				20				LB
eZ                          				SL2829				21				MB
lPIQUQoq                    				SL2829				22				UB




PNR Number: 4652_20221101_0_2851_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

vkAtkEy                     				SL2851				11				UB
rLSK                        				SL2851				12				LB
dQihySOSRiffcxSW            				SL2851				13				MB
cQovmeKAXBy                 				SL2851				14				UB
RXERxaMwhzmm                				SL2851				15				LB
xcndZLSgMGStYJPS            				SL2851				16				MB
aiLKSEr                     				SL2851				17				UB
OaLyWMkTSH                  				SL2851				18				SL
FiwrysyoXs                  				SL2851				19				SU
AfbuV                       				SL2851				20				LB
blhrG                       				SL2851				21				MB
hMIVquwPT                   				SL2851				22				UB
MxEGPxbe                    				SL2851				23				LB
wEaGYbmMSifbT               				SL2851				24				MB
oe                          				SL2852				1				LB
fSStUXhiq                   				SL2852				2				MB
DXgzECNAnI                  				SL2852				3				UB
jz                          				SL2852				4				LB
ACYkn                       				SL2852				5				MB
Cbz                         				SL2852				6				UB
jwim                        				SL2852				7				SL
nqysiKvwmJDtA               				SL2852				8				SU
nkK                         				SL2852				9				LB
lYUMVB                      				SL2852				10				MB
JsfRrGaK                    				SL2852				11				UB
OLpCHovED                   				SL2852				12				LB
UCuzyRiD                    				SL2852				13				MB
gRdydvVeoiHsBH              				SL2852				14				UB
qR                          				SL2852				15				LB
ZDO                         				SL2852				16				MB
pHqrPJljXeSE                				SL2852				17				UB
hwUaKtgRuUJFlU              				SL2852				18				SL
LjjjVyZrpkGnL               				SL2852				19				SU
WD                          				SL2852				20				LB
DZBSjpBEsJxNb               				SL2852				21				MB




